timestamp,production_simulee_mw,production_hq_eolien_mw,ecart_mw
2024-11-29 20:00:00+00:00,447.8240605444339,370.0,77.8240605444339
2024-11-29 21:00:00+00:00,497.974369974495,339.0,158.974369974495
2024-11-29 22:00:00+00:00,597.046384099479,404.0,193.04638409947904
2024-11-29 23:00:00+00:00,712.642208405537,439.0,273.64220840553696
2024-11-30 00:00:00+00:00,718.3077844299008,446.0,272.30778442990083
2024-11-30 01:00:00+00:00,728.8310952956854,568.0,160.83109529568537
2024-11-30 02:00:00+00:00,779.0644132418862,779.0,0.06441324188620001
2024-11-30 03:00:00+00:00,806.6251031796407,982.0,-175.37489682035925
2024-11-30 04:00:00+00:00,772.5161787123741,992.0,-219.48382128762591
2024-11-30 05:00:00+00:00,805.9817972662253,948.0,-142.01820273377473
2024-11-30 06:00:00+00:00,822.8166516777987,904.0,-81.18334832220125
2024-11-30 07:00:00+00:00,809.3960341377061,996.0,-186.60396586229388
2024-11-30 08:00:00+00:00,791.4971612621929,935.0,-143.5028387378071
2024-11-30 09:00:00+00:00,842.8768284648905,933.0,-90.12317153510946
2024-11-30 10:00:00+00:00,848.2288501270579,1009.0,-160.77114987294215
2024-11-30 11:00:00+00:00,781.1061877266002,1084.0,-302.8938122733998
2024-11-30 12:00:00+00:00,753.0340514970738,1211.0,-457.96594850292615
2024-11-30 13:00:00+00:00,673.2304890828344,1190.0,-516.7695109171656
2024-11-30 14:00:00+00:00,633.4097873749911,1186.0,-552.5902126250089
2024-11-30 15:00:00+00:00,773.5502331056638,1143.0,-369.4497668943362
2024-11-30 16:00:00+00:00,693.2610994743296,1152.0,-458.7389005256704
2024-11-30 17:00:00+00:00,646.4962373684002,1144.0,-497.5037626315998
2024-11-30 18:00:00+00:00,596.3433614186495,1195.0,-598.6566385813505
2024-11-30 19:00:00+00:00,681.6907824401387,1187.0,-505.3092175598613
2024-11-30 20:00:00+00:00,639.6507093030472,1191.0,-551.3492906969528
2024-11-30 21:00:00+00:00,692.2378427915402,1083.0,-390.7621572084598
2024-11-30 22:00:00+00:00,854.173723271972,1051.0,-196.826276728028
2024-11-30 23:00:00+00:00,868.2029524473223,1223.0,-354.79704755267767
2024-12-01 00:00:00+00:00,912.8708349695968,1162.0,-249.12916503040321
2024-12-01 01:00:00+00:00,932.934641579664,1298.0,-365.065358420336
2024-12-01 02:00:00+00:00,888.1804961426104,1360.0,-471.8195038573896
2024-12-01 03:00:00+00:00,854.8173459173582,1294.0,-439.18265408264176
2024-12-01 04:00:00+00:00,834.1845936418206,1363.0,-528.8154063581794
2024-12-01 05:00:00+00:00,846.4053440094671,1316.0,-469.59465599053294
2024-12-01 06:00:00+00:00,859.3076565386034,1340.0,-480.6923434613966
2024-12-01 07:00:00+00:00,871.3482393719036,1316.0,-444.65176062809644
2024-12-01 08:00:00+00:00,900.18668077941,1410.0,-509.81331922058996
2024-12-01 09:00:00+00:00,912.277452798214,1457.0,-544.722547201786
2024-12-01 10:00:00+00:00,837.0820034550393,1505.0,-667.9179965449607
2024-12-01 11:00:00+00:00,818.2234000204962,1450.0,-631.7765999795038
2024-12-01 12:00:00+00:00,889.6286259583982,1529.0,-639.3713740416018
2024-12-01 13:00:00+00:00,871.1963295294256,1522.0,-650.8036704705744
2024-12-01 14:00:00+00:00,991.12656053256,1372.0,-380.87343946744
2024-12-01 15:00:00+00:00,1364.5514810009329,1326.0,38.55148100093288
2024-12-01 16:00:00+00:00,1411.5013063205593,1455.0,-43.49869367944075
2024-12-01 17:00:00+00:00,1252.62136727717,1502.0,-249.37863272282993
2024-12-01 18:00:00+00:00,1014.574615066564,1361.0,-346.425384933436
2024-12-01 19:00:00+00:00,825.4117362157205,1233.0,-407.58826378427955
2024-12-01 20:00:00+00:00,659.2242725189252,1023.0,-363.7757274810748
2024-12-01 21:00:00+00:00,621.410898482787,986.0,-364.58910151721295
2024-12-01 22:00:00+00:00,695.6478276249576,1095.0,-399.3521723750424
2024-12-01 23:00:00+00:00,612.9824884416847,1098.0,-485.0175115583153
2024-12-02 00:00:00+00:00,566.0908549429045,1089.0,-522.9091450570955
2024-12-02 01:00:00+00:00,539.2907845065814,1012.0,-472.7092154934186
2024-12-02 02:00:00+00:00,488.0883791574664,945.0,-456.9116208425336
2024-12-02 03:00:00+00:00,450.8762158039638,840.0,-389.1237841960362
2024-12-02 04:00:00+00:00,412.9194754588726,792.0,-379.0805245411274
