name,voltage,latitude,longitude,type,control
Node_37,735.0,48.2296749,-70.1959341,ligne,PQ
Node_38,735.0,56.21404,-73.86678,ligne,PQ
Node_39,735.0,49.05096,-64.77019,ligne,PQ
Node_40,735.0,47.9551,-78.07737,ligne,PQ
Node_41,735.0,50.88179,-59.24046,ligne,PQ
Node_42,735.0,47.2512, -73.81746,ligne,PQ
Node_43,735.0,51.11408085,-63.40029252162382,ligne,PQ
Node_44,735.0,46.1075,-76.123333,ligne,PQ
Node_45,735.0,50.7771784,-69.3811298,ligne,PQ
Node_46,735.0,50.4356692,-68.7676678,ligne,PQ
Node_47,735.0,48.7177241,-77.9142732,ligne,PQ
Node_48,735.0,59.970508094129215,-71.96636733876329,ligne,PQ
Node_49,735.0,47.91461759575676,-71.90657030205759,ligne,PQ
Node_50,735.0,49.156563,-73.743324,ligne,PQ
Hydro_Robert-Bourassa,735,53.781944,-77.532778,prod,PV
Hydro_La Grande-4,735,53.886667,-73.465278,prod,PV
Hydro_La Grande-3,735,53.727721,-75.988438,prod,PV
Hydro_La grande-2-A,735,53.779444,-77.549167,prod,PV
Hydro_Beauharnois_Francis,735,45.313216,-73.877952,prod,PV
Hydro_Beauharnois_Kaplan,735,45.313216,-73.877952,prod,PV
Hydro_Manic-5,735,50.639722,-68.726944,prod,PV
Hydro_La grande-1,735,53.734444,-78.573889,prod,PV
Hydro_Rene-Levesque,735,49.740833,-68.594444,prod,PV
Hydro_Jean-Lesage,735,49.321666,-68.347221,prod,PV
Hydro_Bersimis-1,735,49.295000,-69.551667,prod,PV
Hydro_Manic-5-PA,735,50.639805,-68.732893,prod,PV
Hydro_Outardes-3,735,49.557075,-68.722249,prod,PV
Hydro_Sainte-Marguerite-3,735,50.705000,-66.779722,prod,PV
Hydro_Laforge-1,735,54.170556,-72.615278,prod,PV
Hydro_Bersimis-2,735,49.175278,-69.229167,prod,PV
Hydro_Outardes-4,735,49.703333,-68.903611,prod,PV
Hydro_Bernard-Landry,735,52.181885,-76.050483,prod,PV
Hydro_Carillon,735,45.568611,-74.383611,prod,PV
Hydro_Romaine-2,735,50.623732,-63.190935,prod,PV
Hydro_Toulnustouc,735,49.970556,-68.159444,prod,PV
Hydro_Outardes-2,735,49.144563,-68.389785,prod,PV
Hydro_Eastmain-1,735,52.181667,-76.051389,prod,PV
Hydro_Brisay,735,54.454444,-70.519167,prod,PV
Hydro_Romaine-3,735,51.114188,-63.400227,prod,PV
Hydro_Peribonka,735,49.507500,-71.181943,prod,PV
Hydro_Laforge-2,735,54.591667,-71.270833,prod,PV
Hydro_Trenche,735,47.752433,-72.878752,prod,PV
Hydro_La tuque,735,47.444583,-72.798810,prod,PV
Hydro_Beaumont,735,47.555556,-72.836667,prod,PV
Hydro_Romaine-1,735,50.386552,-63.260058,prod,PV
Hydro_Romaine-4,735,50.215556,-60.686667,prod,PV
Hydro_McCormick,735,49.192500,-68.327778,prod,PV
Hydro_Rocher-de-Grand-Mere,735,46.613888,-72.674857,prod,PV
Hydro_Paugan,735,45.809852,-75.933041,prod,PV
Hydro_Rapide-Blanc,735,47.797222,-72.975000,prod,PV
Hydro_Shawinigan-2,735,46.537500,-72.765278,prod,PV
Hydro_Shawinigan-3,735,46.533833,-72.765263,prod,PV
Hydro_Manic-1,735,49.190556,-68.329444,prod,PV
Hydro_Rapides-des-Iles,735,47.576852,-79.354675,prod,PV
Hydro_Chelsea,735,45.512561,-75.777591,prod,PV
Hydro_Sarcelle,735,52.667721,-76.632538,prod,PV
Hydro_La Gabelle,735,46.448889,-72.739444,prod,PV
Hydro_Premiere-Chute,735,47.600000,-79.452500,prod,PV
Hydro_Les Cedres,735,45.311667,-74.028333,prod,PV
Hydro_Rapides-des-Quinze,735,47.591099,-79.294055,prod,PV
Hydro_Rapides-Farmer,735,45.498885,-75.763311,prod,PV
Hydro_Chute-des-Chats,735,45.475000,-76.238333,prod,PV
Hydro_Rapide-des-Coeurs,735,47.786596,-73.375177,prod,PV
Hydro_Chute-Allard,735,47.891110,-73.721943,prod,PV
Hydro_Bryson,735,45.661111,-76.631111,prod,PV
Hydro_Rapide-2,735,47.933611,-78.576111,prod,PV
Hydro_Rapide-7,735,47.768449,-78.310155,prod,PV
Hydro_Mercier,735,46.717777,-75.982777,prod,PV
Hydro_Riviere-des-Prairies,735,45.589444,-73.657222,prod,PV
Hydro_Hart-Jaune,735,51.785000,-67.912778,prod,PV
Hydro_Chute-Hemmings,735,45.862500,-72.450833,prod,PV
Hydro_Lac-Robertson,735,50.999167,-59.063056,prod,PV
Hydro_Sept-Chutes,735,47.122760,-70.828527,prod,PV
Hydro_Drummondville,735,45.886924,-72.483802,prod,PV
Hydro_Chute-Bell,735,45.773889,-74.684444,prod,PV
Hydro_Churchill-Falls,735,53.528900,-63.965800,prod,PV
Hydro_Gull-Island,735,52.960000,-61.370000,prod,PV
Eolien_Baie-des-Sables,735,48.702509,-67.876310,prod,PV
Eolien_Carleton,735,48.195191,-66.131161,prod,PV
Eolien_Côte-de-Beaupré,735,47.295206,-70.879282,prod,PV
Eolien_De l'Érable,735,46.095803,-71.654954,prod,PV
Eolien_Des Cultures (Parc Éolien),735,45.218807,-73.614962,prod,PV
Eolien_Des Moulins I,735,46.174049,-71.349287,prod,PV
Eolien_Des Moulins II,735,48.039953,-67.534352,prod,PV
Eolien_Frampton,735,46.440764,-70.736972,prod,PV
Eolien_Gros-Morne,735,49.206037,-65.458314,prod,PV
Eolien_Jardin d'Éole (Saint-Ulric Saint-Léandre),735,48.731627,-67.647983,prod,PV
Eolien_L'Anse-à-Valleau,735,49.093389,-64.654071,prod,PV
Eolien_La Dune-du-Nord aux Iles-de-la-Madeleine,450,47.568602,-61.636502,prod,PV
Eolien_La Mitis,735,48.364883,-67.839695,prod,PV
Eolien_Lac Alfred,735,48.391588,-67.752378,prod,PV
Eolien_Le Granit,735,45.697620,-70.581152,prod,PV
Eolien_Le Nordais (Cap-Chat),735,49.063100,-66.756446,prod,PV
Eolien_Le Nordais (Matane),735,48.779063,-67.583434,prod,PV
Eolien_Le Plateau I,735,48.051837,-67.446803,prod,PV
Eolien_Le Plateau II,735,48.046615,-67.493547,prod,PV
Eolien_Le Projet Éoliennes Belle-Rivière (Val-eo),735,48.462200,-71.728204,prod,PV
Eolien_Massif du Sud,735,46.576506,-70.458737,prod,PV
Eolien_Mesgi'g Ugju's'n,735,48.309833,-66.725639,prod,PV
Eolien_Mont Copper,735,48.953287,-65.550813,prod,PV
Eolien_Mont Louis,735,49.191406,-65.640750,prod,PV
Eolien_Mont Miller,735,48.980812,-65.485567,prod,PV
Eolien_Mont Sainte-Marguerite,735,46.324393,-71.139859,prod,PV
Eolien_Mont-Rothery,735,48.980415,-65.385451,prod,PV
Eolien_Montagne-Sèche,735,49.180439,-64.947187,prod,PV
Eolien_Montérégie,735,45.290870,-73.634982,prod,PV
Eolien_New Richmond,735,48.207836,-65.700492,prod,PV
Eolien_Nicolas-Riou,735,48.133702,-68.881117,prod,PV
Eolien_Pierre-De Saurel,735,45.972472,-72.929434,prod,PV
Eolien_Raglan Mine,450,61.680372,-73.717759,prod,PV
Eolien_Rivière-du-Moulin,735,47.961250,-71.075826,prod,PV
Eolien_Roncevaux,735,48.128890,-67.410716,prod,PV
Eolien_SNEEC,735,48.987915,-64.452828,prod,PV
Eolien_Saint-Damase,735,48.630062,-67.866035,prod,PV
Eolien_Saint-Philémon,735,46.665746,-70.366036,prod,PV
Eolien_Saint-Robert-Bellarmin,735,45.684328,-70.540926,prod,PV
Eolien_Seigneurie de Beaupré,735,47.331979,-70.881621,prod,PV
Eolien_Témiscouata,735,47.633465,-69.115784,prod,PV
Eolien_Vents du Kempt,735,48.315842,-67.113864,prod,PV
Eolien_Viger-Denonville,735,47.919181,-69.221168,prod,PV
Thermique_Becancour,735,46.336500,-72.084000,prod,PV
Solaire_Varennes,735,45.683300,-73.433300,prod,PV
Solaire_La Prairie,735,45.416700,-73.499900,prod,PV
mrc_La Haute-Yamaska,735,45.426323,-72.652373,conso,PQ
mrc_Acton,735,45.622033,-72.537330,conso,PQ
mrc_Drummond,735,45.857647,-72.470742,conso,PQ
mrc_Nicolet-Yamaska,735,46.225422,-72.534663,conso,PQ
mrc_Maskinongé,735,46.528465,-73.086995,conso,PQ
mrc_D'Autray,735,46.236020,-73.295832,conso,PQ
mrc_Pierre-De Saurel,735,45.964292,-72.998055,conso,PQ
mrc_Les Maskoutains,735,45.672833,-72.907203,conso,PQ
mrc_Rouville,735,45.423257,-73.032624,conso,PQ
mrc_Le Haut-Richelieu,735,45.224423,-73.229824,conso,PQ
mrc_La Vallée-du-Richelieu,735,45.625880,-73.202266,conso,PQ
mrc_Longueuil,735,45.522988,-73.420404,conso,PQ
mrc_Marguerite-D'Youville,735,45.729327,-73.320235,conso,PQ
mrc_L'Assomption,735,45.827831,-73.447224,conso,PQ
mrc_Joliette,735,46.049935,-73.452773,conso,PQ
mrc_Matawinie,735,46.789963,-74.043622,conso,PQ
mrc_Montcalm,735,45.924444,-73.703543,conso,PQ
mrc_Les Moulins,735,45.746749,-73.655256,conso,PQ
mrc_Laval,735,45.604846,-73.725766,conso,PQ
mrc_Montréal,735,45.526585,-73.683628,conso,PQ
mrc_Roussillon,735,45.346509,-73.603906,conso,PQ
mrc_Les Jardins-de-Napierville,735,45.255507,-73.535986,conso,PQ
mrc_Le Haut-Saint-Laurent,735,45.079957,-74.078834,conso,PQ
mrc_Beauharnois-Salaberry,735,45.236265,-73.943646,conso,PQ
mrc_Vaudreuil-Soulanges,735,45.368656,-74.240865,conso,PQ
mrc_Deux-Montagnes,735,45.535826,-74.035297,conso,PQ
mrc_Thérèse-De Blainville,735,45.705498,-73.832597,conso,PQ
mrc_Mirabel,735,45.652997,-74.059829,conso,PQ
mrc_La Rivière-du-Nord,735,45.833058,-74.020563,conso,PQ
mrc_Argenteuil,735,45.729574,-74.482427,conso,PQ
mrc_Les Pays-d'en-Haut,735,45.929500,-74.255257,conso,PQ
mrc_Les Laurentides,735,46.254724,-74.576870,conso,PQ
mrc_Antoine-Labelle,735,46.896444,-75.286391,conso,PQ
mrc_Papineau,735,45.858230,-75.270671,conso,PQ
mrc_Gatineau,735,45.490979,-75.658253,conso,PQ
mrc_Les Collines-de-l'Outaouais,735,45.649424,-75.874227,conso,PQ
mrc_La Vallée-de-la-Gatineau,735,46.905985,-76.262777,conso,PQ
mrc_Pontiac,735,46.425339,-77.093708,conso,PQ
mrc_Témiscamingue,735,47.229599,-78.560608,conso,PQ
mrc_Rouyn-Noranda,735,48.232563,-78.873077,conso,PQ
mrc_Abitibi-Ouest,735,48.747250,-79.222558,conso,PQ
mrc_Abitibi,735,48.673404,-77.932791,conso,PQ
mrc_La Vallée-de-l'Or,735,48.252050,-76.757063,conso,PQ
mrc_La Tuque,735,48.045524,-73.982694,conso,PQ
mrc_Le Domaine-du-Roy,735,48.825732,-73.262975,conso,PQ
mrc_Maria-Chapdelaine,735,49.986426,-72.267091,conso,PQ
mrc_Lac-Saint-Jean-Est,735,48.423704,-72.742883,conso,PQ
mrc_Le Saguenay-et-son-Fjord,735,50.220266,-70.675492,conso,PQ
mrc_La Haute-Côte-Nord,735,49.080757,-69.568530,conso,PQ
mrc_Manicouagan,735,50.423521,-68.752571,conso,PQ
mrc_Sept-Rivières--Caniapiscau,735,52.624232,-67.836938,conso,PQ
mrc_Minganie--Le Golfe-du-Saint-Laurent,735,52.074474,-62.928592,conso,PQ
mrc_Nord-du-Québec,735,55.972064,-73.006944,conso,PQ
mrc_Les Îles-de-la-Madeleine,735,47.402550,-62.797339,conso,PQ
mrc_Le Rocher-Percé,735,48.500273,-64.802483,conso,PQ
mrc_La Côte-de-Gaspé,735,48.908223,-64.928696,conso,PQ
mrc_La Haute-Gaspésie,735,48.970725,-65.938256,conso,PQ
mrc_Bonaventure,735,48.340205,-65.596359,conso,PQ
mrc_Avignon,735,48.249527,-66.783296,conso,PQ
mrc_La Matapédia,735,48.446728,-67.088921,conso,PQ
mrc_Matane,735,48.782093,-67.006301,conso,PQ
mrc_La Mitis,735,48.335777,-67.968023,conso,PQ
mrc_Rimouski-Neigette,735,48.292255,-68.429063,conso,PQ
mrc_Les Basques,735,48.057961,-68.972233,conso,PQ
mrc_Rivière-du-Loup,735,47.848790,-69.294843,conso,PQ
mrc_Témiscouata,735,47.629641,-68.864456,conso,PQ
mrc_Kamouraska,735,47.429784,-69.692265,conso,PQ
mrc_Charlevoix-Est,735,47.868923,-70.258542,conso,PQ
mrc_Charlevoix,735,47.690533,-70.790403,conso,PQ
mrc_L'Islet,735,47.054639,-70.025034,conso,PQ
mrc_Montmagny,735,46.822288,-70.330225,conso,PQ
mrc_Bellechasse,735,46.672875,-70.745823,conso,PQ
mrc_L'Île-d'Orléans,735,46.932852,-70.958220,conso,PQ
mrc_La Côte-de-Beaupré,735,47.497339,-72.295876,conso,PQ
mrc_La Jacques-Cartier,735,47.279840,-72.666624,conso,PQ
mrc_Québec,735,46.839009,-72.360074,conso,PQ
mrc_Lévis,735,46.706559,-72.235950,conso,PQ
mrc_La Nouvelle-Beauce,735,46.487252,-72.020429,conso,PQ
mrc_Robert-Cliche,735,46.264623,-70.852252,conso,PQ
mrc_Les Etchemins,735,46.366846,-70.368891,conso,PQ
mrc_Beauce-Sartigan,735,45.975407,-70.659053,conso,PQ
mrc_Le Granit,735,45.627079,-70.929077,conso,PQ
mrc_Les Appalaches,735,46.065493,-72.299604,conso,PQ
mrc_L'Érable,735,46.253598,-72.702090,conso,PQ
mrc_Lotbinière,735,46.494827,-72.549730,conso,PQ
mrc_Portneuf,735,47.022495,-72.039777,conso,PQ
mrc_Mékinac,735,47.043968,-73.237691,conso,PQ
mrc_Shawinigan,735,46.722839,-72.882729,conso,PQ
mrc_Francheville,735,46.503753,-72.467739,conso,PQ
mrc_Bécancour,735,46.359560,-72.299599,conso,PQ
mrc_Arthabaska,735,45.999428,-72.943063,conso,PQ
mrc_Les Sources,735,45.749449,-72.797634,conso,PQ
mrc_Le Haut-Saint-François,735,45.474030,-72.455288,conso,PQ
mrc_Le Val-Saint-François,735,45.554686,-72.089429,conso,PQ
mrc_Sherbrooke,735,45.402578,-72.962710,conso,PQ
mrc_Coaticook,735,45.242665,-72.752074,conso,PQ
mrc_Memphrémagog,735,45.206928,-72.229826,conso,PQ
mrc_Brome-Missisquoi,735,45.267930,-72.757236,conso,PQ
